Name1,W/L,event,Method,Rounds,KD1,KD2,SIG_STR1,SIG_STR2,SIG_STR3,SIG_STR4,TD1,TD2,TD3,TD4,SUB_ATT1,SUB_ATT2,REV1,REV2,CTRL1,CTRL2
Leon Edwards,L,UFC Fight Night: Walker vs. Hill,KO/TKO,"
        
        5",0,1,83 of 135,55 of 75,61%,73%,189 of 247,64 of 85,5 of 12,20%,0,55 of 75,10:36,2:55,Kamaru Usman,Leon Edwards
Dominick Cruz,L,UFC Fight Night: Walker vs. Hill,KO/TKO,"
        
        4",3,0,61 of 156,92 of 249,39%,36%,63 of 160,100 of 259,0 of 0,28%,0,92 of 249,0:10,1:05,Marlon Vera,Dominick Cruz
Jamahal Hill,L,UFC Fight Night: Walker vs. Hill,KO/TKO,"
        
        4",0,0,53 of 94,89 of 152,56%,58%,56 of 98,130 of 194,6 of 20,---,0,89 of 152,5:54,1:26,Thiago Santos,Jamahal Hill
Amanda Nunes,L,UFC Fight Night: Walker vs. Hill,Decision - Unanimous,"
        
        5",0,3,60 of 154,85 of 152,38%,55%,130 of 239,126 of 201,0 of 0,75%,1,85 of 152,0:00,11:49,Julianna Pena,Amanda Nunes
Tom Aspinall,L,UFC Fight Night: Walker vs. Hill,KO/TKO,"
        
        1",0,0,4 of 10,3 of 5,40%,60%,4 of 10,3 of 5,0 of 0,---,0,3 of 5,0:01,0:00,Curtis Blaydes,Tom Aspinall
Yair Rodriguez,L,UFC Fight Night: Walker vs. Hill,KO/TKO,"
        
        1",0,0,22 of 35,23 of 46,62%,50%,26 of 39,48 of 76,1 of 5,---,0,23 of 46,2:24,0:00,Brian Ortega,Yair Rodriguez
Rafael Fiziev,L,UFC Fight Night: Walker vs. Hill,KO/TKO,"
        
        5",0,1,54 of 110,64 of 159,49%,40%,90 of 162,92 of 192,2 of 16,0%,0,64 of 159,6:13,2:59,Rafael Dos Anjos,Rafael Fiziev
Jared Cannonier,L,UFC Fight Night: Walker vs. Hill,Decision - Unanimous,"
        
        5",0,0,116 of 230,90 of 157,50%,57%,163 of 277,141 of 217,0 of 0,0%,0,90 of 157,0:00,4:14,Israel Adesanya,Jared Cannonier
Mateusz Gamrot,L,UFC Fight Night: Walker vs. Hill,Decision - Unanimous,"
        
        5",1,0,95 of 247,81 of 138,38%,58%,110 of 264,108 of 166,1 of 8,28%,0,81 of 138,1:39,4:58,Arman Tsarukyan,Mateusz Gamrot
Josh Emmett,L,UFC Fight Night: Walker vs. Hill,Decision - Split,"
        
        5",0,0,130 of 375,107 of 332,34%,32%,131 of 376,107 of 332,0 of 0,0%,0,107 of 332,0:00,0:04,Calvin Kattar,Josh Emmett
Jiri Prochazka,L,UFC Fight Night: Walker vs. Hill,Submission,"
        
        5",0,0,111 of 161,120 of 205,68%,58%,159 of 212,157 of 245,5 of 17,---,1,120 of 205,9:47,4:29,Glover Teixeira,Jiri Prochazka
Jairzinho Rozenstruik,L,UFC Fight Night: Walker vs. Hill,KO/TKO,"
        
        1",0,0,21 of 37,6 of 18,56%,33%,21 of 37,6 of 18,0 of 0,---,0,6 of 18,0:00,0:00,Alexander Volkov,Jairzinho Rozenstruik
Ketlen Vieira,L,UFC Fight Night: Walker vs. Hill,Decision - Split,"
        
        5",0,0,96 of 157,85 of 151,61%,56%,188 of 263,122 of 190,0 of 6,14%,0,85 of 151,10:03,1:24,Holly Holm,Ketlen Vieira
Aleksandar Rakic,L,UFC Fight Night: Walker vs. Hill,KO/TKO,"
        
        3",0,0,31 of 71,27 of 85,43%,31%,53 of 94,61 of 125,0 of 0,25%,1,27 of 85,0:01,4:33,Jan Blachowicz,Aleksandar Rakic
Justin Gaethje,L,UFC Fight Night: Walker vs. Hill,Submission,"
        
        1",1,1,30 of 47,21 of 33,63%,63%,33 of 52,21 of 33,0 of 1,---,2,21 of 33,0:39,0:13,Charles Oliveira,Justin Gaethje
Marlon Vera,L,UFC Fight Night: Walker vs. Hill,Decision - Unanimous,"
        
        5",0,3,271 of 516,159 of 283,52%,56%,273 of 520,167 of 291,1 of 2,---,0,159 of 283,0:18,2:05,Rob Font,Marlon Vera
Jessica Andrade,L,UFC Fight Night: Walker vs. Hill,Submission,"
        
        1",0,0,7 of 17,3 of 9,41%,33%,7 of 17,3 of 9,0 of 0,0%,0,3 of 9,0:00,0:38,Amanda Lemos,Jessica Andrade
Belal Muhammad,L,UFC Fight Night: Walker vs. Hill,Decision - Unanimous,"
        
        5",0,0,84 of 184,60 of 155,45%,38%,102 of 203,136 of 260,0 of 0,50%,0,60 of 155,0:33,7:29,Vicente Luque,Belal Muhammad
Chan Sung Jung,L,UFC Fight Night: Walker vs. Hill,KO/TKO,"
        
        4",1,0,138 of 213,48 of 125,64%,38%,152 of 228,51 of 128,4 of 8,---,0,48 of 125,2:52,0:00,Alexander Volkanovski,Chan Sung Jung
Chris Daukaus,L,UFC Fight Night: Walker vs. Hill,KO/TKO,"
        
        2",1,0,30 of 63,13 of 38,47%,34%,30 of 63,13 of 38,0 of 0,---,0,13 of 38,0:03,0:00,Curtis Blaydes,Chris Daukaus
Tom Aspinall,L,UFC Fight Night: Walker vs. Hill,Submission,"
        
        1",0,0,13 of 23,29 of 43,56%,67%,13 of 23,35 of 50,0 of 0,100%,0,29 of 43,0:00,1:54,Alexander Volkov,Tom Aspinall
Magomed Ankalaev,L,UFC Fight Night: Walker vs. Hill,Decision - Unanimous,"
        
        5",1,0,60 of 138,78 of 155,43%,50%,81 of 160,114 of 191,0 of 0,50%,0,78 of 155,0:17,3:35,Thiago Santos,Magomed Ankalaev
Jorge Masvidal,L,UFC Fight Night: Walker vs. Hill,Decision - Unanimous,"
        
        5",0,0,94 of 201,67 of 140,46%,47%,218 of 338,90 of 166,6 of 15,---,1,67 of 140,16:14,0:21,Colby Covington,Jorge Masvidal
Bobby Green,L,UFC Fight Night: Walker vs. Hill,KO/TKO,"
        
        1",0,0,14 of 32,9 of 13,43%,69%,30 of 51,11 of 15,1 of 2,---,0,9 of 13,1:57,0:00,Islam Makhachev,Bobby Green
Jamahal Hill,L,UFC Fight Night: Walker vs. Hill,KO/TKO,"
        
        1",0,1,12 of 25,6 of 19,48%,31%,12 of 25,7 of 20,0 of 0,---,0,6 of 19,0:22,0:03,Johnny Walker,Jamahal Hill
Song Yadong,L,UFC 271: Adesanya vs. Whittaker 2,TKO - Doctor's Stoppage,"
        
        4",0,0,94 of 222,54 of 145,42%,37%,130 of 259,130 of 224,1 of 14,100%,0,54 of 145,3:47,1:39,Cory Sandhagen,Song Yadong
Tony Ferguson,L,UFC 271: Adesanya vs. Whittaker 2,Submission,"
        
        4",0,0,101 of 217,80 of 172,46%,46%,101 of 217,80 of 172,0 of 0,33%,1,80 of 172,0:00,0:08,Nate Diaz,Tony Ferguson
Tai Tuivasa,L,UFC 271: Adesanya vs. Whittaker 2,KO/TKO,"
        
        3",1,1,110 of 168,29 of 89,65%,32%,110 of 168,29 of 89,0 of 1,---,0,29 of 89,0:01,0:04,Ciryl Gane,Tai Tuivasa
Leon Edwards,L,UFC 271: Adesanya vs. Whittaker 2,KO/TKO,"
        
        5",0,1,83 of 135,55 of 75,61%,73%,189 of 247,64 of 85,5 of 12,20%,0,55 of 75,10:36,2:55,Kamaru Usman,Leon Edwards
Dominick Cruz,L,UFC 271: Adesanya vs. Whittaker 2,KO/TKO,"
        
        4",3,0,61 of 156,92 of 249,39%,36%,63 of 160,100 of 259,0 of 0,28%,0,92 of 249,0:10,1:05,Marlon Vera,Dominick Cruz
Jamahal Hill,L,UFC 271: Adesanya vs. Whittaker 2,KO/TKO,"
        
        4",0,0,53 of 94,89 of 152,56%,58%,56 of 98,130 of 194,6 of 20,---,0,89 of 152,5:54,1:26,Thiago Santos,Jamahal Hill
Amanda Nunes,L,UFC 271: Adesanya vs. Whittaker 2,Decision - Unanimous,"
        
        5",0,3,60 of 154,85 of 152,38%,55%,130 of 239,126 of 201,0 of 0,75%,1,85 of 152,0:00,11:49,Julianna Pena,Amanda Nunes
Tom Aspinall,L,UFC 271: Adesanya vs. Whittaker 2,KO/TKO,"
        
        1",0,0,4 of 10,3 of 5,40%,60%,4 of 10,3 of 5,0 of 0,---,0,3 of 5,0:01,0:00,Curtis Blaydes,Tom Aspinall
Yair Rodriguez,L,UFC 271: Adesanya vs. Whittaker 2,KO/TKO,"
        
        1",0,0,22 of 35,23 of 46,62%,50%,26 of 39,48 of 76,1 of 5,---,0,23 of 46,2:24,0:00,Brian Ortega,Yair Rodriguez
Rafael Fiziev,L,UFC 271: Adesanya vs. Whittaker 2,KO/TKO,"
        
        5",0,1,54 of 110,64 of 159,49%,40%,90 of 162,92 of 192,2 of 16,0%,0,64 of 159,6:13,2:59,Rafael Dos Anjos,Rafael Fiziev
Jared Cannonier,L,UFC 271: Adesanya vs. Whittaker 2,Decision - Unanimous,"
        
        5",0,0,116 of 230,90 of 157,50%,57%,163 of 277,141 of 217,0 of 0,0%,0,90 of 157,0:00,4:14,Israel Adesanya,Jared Cannonier
Mateusz Gamrot,L,UFC 271: Adesanya vs. Whittaker 2,Decision - Unanimous,"
        
        5",1,0,95 of 247,81 of 138,38%,58%,110 of 264,108 of 166,1 of 8,28%,0,81 of 138,1:39,4:58,Arman Tsarukyan,Mateusz Gamrot
Josh Emmett,L,UFC 271: Adesanya vs. Whittaker 2,Decision - Split,"
        
        5",0,0,130 of 375,107 of 332,34%,32%,131 of 376,107 of 332,0 of 0,0%,0,107 of 332,0:00,0:04,Calvin Kattar,Josh Emmett
Jiri Prochazka,L,UFC 271: Adesanya vs. Whittaker 2,Submission,"
        
        5",0,0,111 of 161,120 of 205,68%,58%,159 of 212,157 of 245,5 of 17,---,1,120 of 205,9:47,4:29,Glover Teixeira,Jiri Prochazka
Jairzinho Rozenstruik,L,UFC 271: Adesanya vs. Whittaker 2,KO/TKO,"
        
        1",0,0,21 of 37,6 of 18,56%,33%,21 of 37,6 of 18,0 of 0,---,0,6 of 18,0:00,0:00,Alexander Volkov,Jairzinho Rozenstruik
Ketlen Vieira,L,UFC 271: Adesanya vs. Whittaker 2,Decision - Split,"
        
        5",0,0,96 of 157,85 of 151,61%,56%,188 of 263,122 of 190,0 of 6,14%,0,85 of 151,10:03,1:24,Holly Holm,Ketlen Vieira
Aleksandar Rakic,L,UFC 271: Adesanya vs. Whittaker 2,KO/TKO,"
        
        3",0,0,31 of 71,27 of 85,43%,31%,53 of 94,61 of 125,0 of 0,25%,1,27 of 85,0:01,4:33,Jan Blachowicz,Aleksandar Rakic
Justin Gaethje,L,UFC 271: Adesanya vs. Whittaker 2,Submission,"
        
        1",1,1,30 of 47,21 of 33,63%,63%,33 of 52,21 of 33,0 of 1,---,2,21 of 33,0:39,0:13,Charles Oliveira,Justin Gaethje
Marlon Vera,L,UFC 271: Adesanya vs. Whittaker 2,Decision - Unanimous,"
        
        5",0,3,271 of 516,159 of 283,52%,56%,273 of 520,167 of 291,1 of 2,---,0,159 of 283,0:18,2:05,Rob Font,Marlon Vera
Jessica Andrade,L,UFC 271: Adesanya vs. Whittaker 2,Submission,"
        
        1",0,0,7 of 17,3 of 9,41%,33%,7 of 17,3 of 9,0 of 0,0%,0,3 of 9,0:00,0:38,Amanda Lemos,Jessica Andrade
Belal Muhammad,L,UFC 271: Adesanya vs. Whittaker 2,Decision - Unanimous,"
        
        5",0,0,84 of 184,60 of 155,45%,38%,102 of 203,136 of 260,0 of 0,50%,0,60 of 155,0:33,7:29,Vicente Luque,Belal Muhammad
Chan Sung Jung,L,UFC 271: Adesanya vs. Whittaker 2,KO/TKO,"
        
        4",1,0,138 of 213,48 of 125,64%,38%,152 of 228,51 of 128,4 of 8,---,0,48 of 125,2:52,0:00,Alexander Volkanovski,Chan Sung Jung
Chris Daukaus,L,UFC 271: Adesanya vs. Whittaker 2,KO/TKO,"
        
        2",1,0,30 of 63,13 of 38,47%,34%,30 of 63,13 of 38,0 of 0,---,0,13 of 38,0:03,0:00,Curtis Blaydes,Chris Daukaus
Tom Aspinall,L,UFC 271: Adesanya vs. Whittaker 2,Submission,"
        
        1",0,0,13 of 23,29 of 43,56%,67%,13 of 23,35 of 50,0 of 0,100%,0,29 of 43,0:00,1:54,Alexander Volkov,Tom Aspinall
Magomed Ankalaev,L,UFC 271: Adesanya vs. Whittaker 2,Decision - Unanimous,"
        
        5",1,0,60 of 138,78 of 155,43%,50%,81 of 160,114 of 191,0 of 0,50%,0,78 of 155,0:17,3:35,Thiago Santos,Magomed Ankalaev
Jorge Masvidal,L,UFC 271: Adesanya vs. Whittaker 2,Decision - Unanimous,"
        
        5",0,0,94 of 201,67 of 140,46%,47%,218 of 338,90 of 166,6 of 15,---,1,67 of 140,16:14,0:21,Colby Covington,Jorge Masvidal
Bobby Green,L,UFC 271: Adesanya vs. Whittaker 2,KO/TKO,"
        
        1",0,0,14 of 32,9 of 13,43%,69%,30 of 51,11 of 15,1 of 2,---,0,9 of 13,1:57,0:00,Islam Makhachev,Bobby Green
Jamahal Hill,L,UFC 271: Adesanya vs. Whittaker 2,KO/TKO,"
        
        1",0,1,12 of 25,6 of 19,48%,31%,12 of 25,7 of 20,0 of 0,---,0,6 of 19,0:22,0:03,Johnny Walker,Jamahal Hill
Robert Whittaker,L,UFC 271: Adesanya vs. Whittaker 2,Decision - Unanimous,"
        
        5",1,0,79 of 169,59 of 136,46%,43%,98 of 188,74 of 151,0 of 0,40%,0,59 of 136,0:00,3:40,Israel Adesanya,Robert Whittaker
Song Yadong,L,UFC Fight Night: Hermansson vs. Strickland,TKO - Doctor's Stoppage,"
        
        4",0,0,94 of 222,54 of 145,42%,37%,130 of 259,130 of 224,1 of 14,100%,0,54 of 145,3:47,1:39,Cory Sandhagen,Song Yadong
Tony Ferguson,L,UFC Fight Night: Hermansson vs. Strickland,Submission,"
        
        4",0,0,101 of 217,80 of 172,46%,46%,101 of 217,80 of 172,0 of 0,33%,1,80 of 172,0:00,0:08,Nate Diaz,Tony Ferguson
Tai Tuivasa,L,UFC Fight Night: Hermansson vs. Strickland,KO/TKO,"
        
        3",1,1,110 of 168,29 of 89,65%,32%,110 of 168,29 of 89,0 of 1,---,0,29 of 89,0:01,0:04,Ciryl Gane,Tai Tuivasa
Leon Edwards,L,UFC Fight Night: Hermansson vs. Strickland,KO/TKO,"
        
        5",0,1,83 of 135,55 of 75,61%,73%,189 of 247,64 of 85,5 of 12,20%,0,55 of 75,10:36,2:55,Kamaru Usman,Leon Edwards
Dominick Cruz,L,UFC Fight Night: Hermansson vs. Strickland,KO/TKO,"
        
        4",3,0,61 of 156,92 of 249,39%,36%,63 of 160,100 of 259,0 of 0,28%,0,92 of 249,0:10,1:05,Marlon Vera,Dominick Cruz
Jamahal Hill,L,UFC Fight Night: Hermansson vs. Strickland,KO/TKO,"
        
        4",0,0,53 of 94,89 of 152,56%,58%,56 of 98,130 of 194,6 of 20,---,0,89 of 152,5:54,1:26,Thiago Santos,Jamahal Hill
Amanda Nunes,L,UFC Fight Night: Hermansson vs. Strickland,Decision - Unanimous,"
        
        5",0,3,60 of 154,85 of 152,38%,55%,130 of 239,126 of 201,0 of 0,75%,1,85 of 152,0:00,11:49,Julianna Pena,Amanda Nunes
Tom Aspinall,L,UFC Fight Night: Hermansson vs. Strickland,KO/TKO,"
        
        1",0,0,4 of 10,3 of 5,40%,60%,4 of 10,3 of 5,0 of 0,---,0,3 of 5,0:01,0:00,Curtis Blaydes,Tom Aspinall
Yair Rodriguez,L,UFC Fight Night: Hermansson vs. Strickland,KO/TKO,"
        
        1",0,0,22 of 35,23 of 46,62%,50%,26 of 39,48 of 76,1 of 5,---,0,23 of 46,2:24,0:00,Brian Ortega,Yair Rodriguez
Rafael Fiziev,L,UFC Fight Night: Hermansson vs. Strickland,KO/TKO,"
        
        5",0,1,54 of 110,64 of 159,49%,40%,90 of 162,92 of 192,2 of 16,0%,0,64 of 159,6:13,2:59,Rafael Dos Anjos,Rafael Fiziev
Jared Cannonier,L,UFC Fight Night: Hermansson vs. Strickland,Decision - Unanimous,"
        
        5",0,0,116 of 230,90 of 157,50%,57%,163 of 277,141 of 217,0 of 0,0%,0,90 of 157,0:00,4:14,Israel Adesanya,Jared Cannonier
Mateusz Gamrot,L,UFC Fight Night: Hermansson vs. Strickland,Decision - Unanimous,"
        
        5",1,0,95 of 247,81 of 138,38%,58%,110 of 264,108 of 166,1 of 8,28%,0,81 of 138,1:39,4:58,Arman Tsarukyan,Mateusz Gamrot
Josh Emmett,L,UFC Fight Night: Hermansson vs. Strickland,Decision - Split,"
        
        5",0,0,130 of 375,107 of 332,34%,32%,131 of 376,107 of 332,0 of 0,0%,0,107 of 332,0:00,0:04,Calvin Kattar,Josh Emmett
Jiri Prochazka,L,UFC Fight Night: Hermansson vs. Strickland,Submission,"
        
        5",0,0,111 of 161,120 of 205,68%,58%,159 of 212,157 of 245,5 of 17,---,1,120 of 205,9:47,4:29,Glover Teixeira,Jiri Prochazka
Jairzinho Rozenstruik,L,UFC Fight Night: Hermansson vs. Strickland,KO/TKO,"
        
        1",0,0,21 of 37,6 of 18,56%,33%,21 of 37,6 of 18,0 of 0,---,0,6 of 18,0:00,0:00,Alexander Volkov,Jairzinho Rozenstruik
Ketlen Vieira,L,UFC Fight Night: Hermansson vs. Strickland,Decision - Split,"
        
        5",0,0,96 of 157,85 of 151,61%,56%,188 of 263,122 of 190,0 of 6,14%,0,85 of 151,10:03,1:24,Holly Holm,Ketlen Vieira
Aleksandar Rakic,L,UFC Fight Night: Hermansson vs. Strickland,KO/TKO,"
        
        3",0,0,31 of 71,27 of 85,43%,31%,53 of 94,61 of 125,0 of 0,25%,1,27 of 85,0:01,4:33,Jan Blachowicz,Aleksandar Rakic
Justin Gaethje,L,UFC Fight Night: Hermansson vs. Strickland,Submission,"
        
        1",1,1,30 of 47,21 of 33,63%,63%,33 of 52,21 of 33,0 of 1,---,2,21 of 33,0:39,0:13,Charles Oliveira,Justin Gaethje
Marlon Vera,L,UFC Fight Night: Hermansson vs. Strickland,Decision - Unanimous,"
        
        5",0,3,271 of 516,159 of 283,52%,56%,273 of 520,167 of 291,1 of 2,---,0,159 of 283,0:18,2:05,Rob Font,Marlon Vera
Jessica Andrade,L,UFC Fight Night: Hermansson vs. Strickland,Submission,"
        
        1",0,0,7 of 17,3 of 9,41%,33%,7 of 17,3 of 9,0 of 0,0%,0,3 of 9,0:00,0:38,Amanda Lemos,Jessica Andrade
Belal Muhammad,L,UFC Fight Night: Hermansson vs. Strickland,Decision - Unanimous,"
        
        5",0,0,84 of 184,60 of 155,45%,38%,102 of 203,136 of 260,0 of 0,50%,0,60 of 155,0:33,7:29,Vicente Luque,Belal Muhammad
Chan Sung Jung,L,UFC Fight Night: Hermansson vs. Strickland,KO/TKO,"
        
        4",1,0,138 of 213,48 of 125,64%,38%,152 of 228,51 of 128,4 of 8,---,0,48 of 125,2:52,0:00,Alexander Volkanovski,Chan Sung Jung
Chris Daukaus,L,UFC Fight Night: Hermansson vs. Strickland,KO/TKO,"
        
        2",1,0,30 of 63,13 of 38,47%,34%,30 of 63,13 of 38,0 of 0,---,0,13 of 38,0:03,0:00,Curtis Blaydes,Chris Daukaus
Tom Aspinall,L,UFC Fight Night: Hermansson vs. Strickland,Submission,"
        
        1",0,0,13 of 23,29 of 43,56%,67%,13 of 23,35 of 50,0 of 0,100%,0,29 of 43,0:00,1:54,Alexander Volkov,Tom Aspinall
Magomed Ankalaev,L,UFC Fight Night: Hermansson vs. Strickland,Decision - Unanimous,"
        
        5",1,0,60 of 138,78 of 155,43%,50%,81 of 160,114 of 191,0 of 0,50%,0,78 of 155,0:17,3:35,Thiago Santos,Magomed Ankalaev
Jorge Masvidal,L,UFC Fight Night: Hermansson vs. Strickland,Decision - Unanimous,"
        
        5",0,0,94 of 201,67 of 140,46%,47%,218 of 338,90 of 166,6 of 15,---,1,67 of 140,16:14,0:21,Colby Covington,Jorge Masvidal
Bobby Green,L,UFC Fight Night: Hermansson vs. Strickland,KO/TKO,"
        
        1",0,0,14 of 32,9 of 13,43%,69%,30 of 51,11 of 15,1 of 2,---,0,9 of 13,1:57,0:00,Islam Makhachev,Bobby Green
Jamahal Hill,L,UFC Fight Night: Hermansson vs. Strickland,KO/TKO,"
        
        1",0,1,12 of 25,6 of 19,48%,31%,12 of 25,7 of 20,0 of 0,---,0,6 of 19,0:22,0:03,Johnny Walker,Jamahal Hill
Robert Whittaker,L,UFC Fight Night: Hermansson vs. Strickland,Decision - Unanimous,"
        
        5",1,0,79 of 169,59 of 136,46%,43%,98 of 188,74 of 151,0 of 0,40%,0,59 of 136,0:00,3:40,Israel Adesanya,Robert Whittaker
Sean Strickland,L,UFC Fight Night: Hermansson vs. Strickland,Decision - Split,"
        
        5",0,0,137 of 353,153 of 330,38%,46%,137 of 353,161 of 338,0 of 8,---,0,153 of 330,0:31,0:00,Jack Hermansson,Sean Strickland
Song Yadong,L,UFC 270: Ngannou vs. Gane,TKO - Doctor's Stoppage,"
        
        4",0,0,94 of 222,54 of 145,42%,37%,130 of 259,130 of 224,1 of 14,100%,0,54 of 145,3:47,1:39,Cory Sandhagen,Song Yadong
Tony Ferguson,L,UFC 270: Ngannou vs. Gane,Submission,"
        
        4",0,0,101 of 217,80 of 172,46%,46%,101 of 217,80 of 172,0 of 0,33%,1,80 of 172,0:00,0:08,Nate Diaz,Tony Ferguson
Tai Tuivasa,L,UFC 270: Ngannou vs. Gane,KO/TKO,"
        
        3",1,1,110 of 168,29 of 89,65%,32%,110 of 168,29 of 89,0 of 1,---,0,29 of 89,0:01,0:04,Ciryl Gane,Tai Tuivasa
Leon Edwards,L,UFC 270: Ngannou vs. Gane,KO/TKO,"
        
        5",0,1,83 of 135,55 of 75,61%,73%,189 of 247,64 of 85,5 of 12,20%,0,55 of 75,10:36,2:55,Kamaru Usman,Leon Edwards
Dominick Cruz,L,UFC 270: Ngannou vs. Gane,KO/TKO,"
        
        4",3,0,61 of 156,92 of 249,39%,36%,63 of 160,100 of 259,0 of 0,28%,0,92 of 249,0:10,1:05,Marlon Vera,Dominick Cruz
Jamahal Hill,L,UFC 270: Ngannou vs. Gane,KO/TKO,"
        
        4",0,0,53 of 94,89 of 152,56%,58%,56 of 98,130 of 194,6 of 20,---,0,89 of 152,5:54,1:26,Thiago Santos,Jamahal Hill
Amanda Nunes,L,UFC 270: Ngannou vs. Gane,Decision - Unanimous,"
        
        5",0,3,60 of 154,85 of 152,38%,55%,130 of 239,126 of 201,0 of 0,75%,1,85 of 152,0:00,11:49,Julianna Pena,Amanda Nunes
Tom Aspinall,L,UFC 270: Ngannou vs. Gane,KO/TKO,"
        
        1",0,0,4 of 10,3 of 5,40%,60%,4 of 10,3 of 5,0 of 0,---,0,3 of 5,0:01,0:00,Curtis Blaydes,Tom Aspinall
Yair Rodriguez,L,UFC 270: Ngannou vs. Gane,KO/TKO,"
        
        1",0,0,22 of 35,23 of 46,62%,50%,26 of 39,48 of 76,1 of 5,---,0,23 of 46,2:24,0:00,Brian Ortega,Yair Rodriguez
Rafael Fiziev,L,UFC 270: Ngannou vs. Gane,KO/TKO,"
        
        5",0,1,54 of 110,64 of 159,49%,40%,90 of 162,92 of 192,2 of 16,0%,0,64 of 159,6:13,2:59,Rafael Dos Anjos,Rafael Fiziev
Jared Cannonier,L,UFC 270: Ngannou vs. Gane,Decision - Unanimous,"
        
        5",0,0,116 of 230,90 of 157,50%,57%,163 of 277,141 of 217,0 of 0,0%,0,90 of 157,0:00,4:14,Israel Adesanya,Jared Cannonier
Mateusz Gamrot,L,UFC 270: Ngannou vs. Gane,Decision - Unanimous,"
        
        5",1,0,95 of 247,81 of 138,38%,58%,110 of 264,108 of 166,1 of 8,28%,0,81 of 138,1:39,4:58,Arman Tsarukyan,Mateusz Gamrot
Josh Emmett,L,UFC 270: Ngannou vs. Gane,Decision - Split,"
        
        5",0,0,130 of 375,107 of 332,34%,32%,131 of 376,107 of 332,0 of 0,0%,0,107 of 332,0:00,0:04,Calvin Kattar,Josh Emmett
Jiri Prochazka,L,UFC 270: Ngannou vs. Gane,Submission,"
        
        5",0,0,111 of 161,120 of 205,68%,58%,159 of 212,157 of 245,5 of 17,---,1,120 of 205,9:47,4:29,Glover Teixeira,Jiri Prochazka
Jairzinho Rozenstruik,L,UFC 270: Ngannou vs. Gane,KO/TKO,"
        
        1",0,0,21 of 37,6 of 18,56%,33%,21 of 37,6 of 18,0 of 0,---,0,6 of 18,0:00,0:00,Alexander Volkov,Jairzinho Rozenstruik
Ketlen Vieira,L,UFC 270: Ngannou vs. Gane,Decision - Split,"
        
        5",0,0,96 of 157,85 of 151,61%,56%,188 of 263,122 of 190,0 of 6,14%,0,85 of 151,10:03,1:24,Holly Holm,Ketlen Vieira
Aleksandar Rakic,L,UFC 270: Ngannou vs. Gane,KO/TKO,"
        
        3",0,0,31 of 71,27 of 85,43%,31%,53 of 94,61 of 125,0 of 0,25%,1,27 of 85,0:01,4:33,Jan Blachowicz,Aleksandar Rakic
Justin Gaethje,L,UFC 270: Ngannou vs. Gane,Submission,"
        
        1",1,1,30 of 47,21 of 33,63%,63%,33 of 52,21 of 33,0 of 1,---,2,21 of 33,0:39,0:13,Charles Oliveira,Justin Gaethje
Marlon Vera,L,UFC 270: Ngannou vs. Gane,Decision - Unanimous,"
        
        5",0,3,271 of 516,159 of 283,52%,56%,273 of 520,167 of 291,1 of 2,---,0,159 of 283,0:18,2:05,Rob Font,Marlon Vera
Jessica Andrade,L,UFC 270: Ngannou vs. Gane,Submission,"
        
        1",0,0,7 of 17,3 of 9,41%,33%,7 of 17,3 of 9,0 of 0,0%,0,3 of 9,0:00,0:38,Amanda Lemos,Jessica Andrade
Belal Muhammad,L,UFC 270: Ngannou vs. Gane,Decision - Unanimous,"
        
        5",0,0,84 of 184,60 of 155,45%,38%,102 of 203,136 of 260,0 of 0,50%,0,60 of 155,0:33,7:29,Vicente Luque,Belal Muhammad
Chan Sung Jung,L,UFC 270: Ngannou vs. Gane,KO/TKO,"
        
        4",1,0,138 of 213,48 of 125,64%,38%,152 of 228,51 of 128,4 of 8,---,0,48 of 125,2:52,0:00,Alexander Volkanovski,Chan Sung Jung
Chris Daukaus,L,UFC 270: Ngannou vs. Gane,KO/TKO,"
        
        2",1,0,30 of 63,13 of 38,47%,34%,30 of 63,13 of 38,0 of 0,---,0,13 of 38,0:03,0:00,Curtis Blaydes,Chris Daukaus
Tom Aspinall,L,UFC 270: Ngannou vs. Gane,Submission,"
        
        1",0,0,13 of 23,29 of 43,56%,67%,13 of 23,35 of 50,0 of 0,100%,0,29 of 43,0:00,1:54,Alexander Volkov,Tom Aspinall
Magomed Ankalaev,L,UFC 270: Ngannou vs. Gane,Decision - Unanimous,"
        
        5",1,0,60 of 138,78 of 155,43%,50%,81 of 160,114 of 191,0 of 0,50%,0,78 of 155,0:17,3:35,Thiago Santos,Magomed Ankalaev
Jorge Masvidal,L,UFC 270: Ngannou vs. Gane,Decision - Unanimous,"
        
        5",0,0,94 of 201,67 of 140,46%,47%,218 of 338,90 of 166,6 of 15,---,1,67 of 140,16:14,0:21,Colby Covington,Jorge Masvidal
Bobby Green,L,UFC 270: Ngannou vs. Gane,KO/TKO,"
        
        1",0,0,14 of 32,9 of 13,43%,69%,30 of 51,11 of 15,1 of 2,---,0,9 of 13,1:57,0:00,Islam Makhachev,Bobby Green
Jamahal Hill,L,UFC 270: Ngannou vs. Gane,KO/TKO,"
        
        1",0,1,12 of 25,6 of 19,48%,31%,12 of 25,7 of 20,0 of 0,---,0,6 of 19,0:22,0:03,Johnny Walker,Jamahal Hill
